Nome Oficial;Nome Fantasia
2º Ofício de Registro Civil, Imóveis, Títulos e Documentos e Pessoas Jurídicas;Cartório do 2º Ofício da Comarca de Maruim
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório MB
Ofício Único de Monte Alegre de Sergipe;Cartório Ofício Único de Monte Alegre de Sergipe
Ofício Único;
1º Tabelionato de Notas e Anexos;Serviço Notarial José Odin Ribeiro
2º Tabelionato de Notas, Ofício de Registro Civil e Anexos;Cartório do 2º Ofício
Ofício Único;Cartório de Ofício Único do Distrito de Nossa Senhora Aparecida
1º Tabelionato de Notas, Protestos de Títulos e Registros de Imòveis;Cartório Nair Aragão Feitosa Santos
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Henrique Maciel
1º Tabelionato de Notas e Protesto de Títulos;1º Ofício de Notas 
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício
1º Tabelionato de Notas, Protestos e Registro de Imóveis;Cartório John Donald
2º Tabelionato de Notas;2º Ofício Socorro
 1º Tabelionato de Notas e de Protestos de Títulos;Cartório Ana Carolina Bergamschi Arouca
2º Ofício de Registro Civil, Imóveis, Tít. e Documentos e Pessoas Jurídicas;Cartório José Adroaldo Chagas Júnior
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício Único;Cartório do Ofício Único
Ofício de Registro Civil, Tabelionato de Notas e Anexos;Cartório George Wallace
Ofício Único;Tiago Mendonça Serviço Notarial e Registral
2º Ofício de Registro Civil, Imóveis, Tít. e Documentos e Pessoas Jurídicas;Cartório do 2º Ofício de Poço Redondo
1º Tabelionato de Notas e Protesto de Títulos;Cartório do 1º Ofício
1º Tabelionato de Notas, Protestos de Títulos  e Ofício Registro de Imóveis;Cartório José Bonifácio
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício
1º Tabelionato de Notas e Protesto de Títulos;Cartório do 1º Ofício 
2º Ofício de Registro Civil, Imóveis, Títulos e Documentos e Pessoas Jurídicas;Cartório do 2º Ofício
1º Tabelionato de Notas e Protestos de Títulos;Cartório Geraldo Manoel da Silva
2º Ofício de Registro Civil e Imóveis;Cartório do 2º Ofício
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do Ofício Único
Ofício do Registro Civil, Reg. de Imóveis, Tít. Doc. e Reg. Pessoas Jurídicas;
1º Ofício de Registro de Títulos e Documentos e Tabelionato de Notas e Protestos;Cartório do 1º Ofício
1º Tabelionato de Notas e Protestos de Títulos;Cartório do 1º Ofício de Notas e Protestos
2º Ofício de Registro Civildas Pessoas Naturais e Interdições e Tutelas;Cartório do 2º Ofício
Ofício de Registro Civil, Tabelionato de Notas e Anexos;Cartório Garcez
Ofício Único;Cartório Único de Salgado
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Ofício Único de Santa Luzia do Itanhy
Ofício do Registro Civil, Tabelionato de Notas e Registro de Tít. e Documentos;Cartório do Ofício Único
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório de Ofício Único do Distrito de Santa Rosa de Lima
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório de Santo Amaro das Brotas
1º Ofício de Registro de Imóveis, Tabelionato de Notas e Protesto;Cartório do 1º Ofício Rivanda Carmelo
2º Tabelionato de Notas;
3º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 3º Ofício
Ofício Único;Cartório Luciana Barreto Melo
Ofício Único;Ofício Único do Distrito de São Francisco
1º Ofício de Registro de Imóveis, Tabelionato de Notas e Protesto;Cartório do 1º Ofício
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício
Ofício Único;Cartório do Ofício Único de Siriri
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Ofício Único de Telha
1º Ofício de Registro de Imóveis e Tabelionato de Notas e Protestos;Cartório ´´Antonio Prado´´
2º Ofício;Cartório José Vieira de Melo
3º Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;
Ofício do Registro Civil, Tabelionato de Notas e Re. Tít. Doc. e Civil Das Pessoas Naturais;Cartório Oliveira
1º Ofício;Cartório do 1º Ofício de Umbaúba
2º Ofício de Registro Civil Das Pessoas Naturais, Imóveis e Anexos;2º Ofício de Umbaúba
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório de Registro Civil
Tabelionato de Notas e Protesto de Letras e Títulos;Tabelião de Notas e de Protesto
Ofício de Registro de Imóveis e Anexos;Cartório de Registro de Imóveis e Anexos
Ofício de Registro Civil Tabelionato de Notas;Cartório Paulo Tiago Pereira
Oficial de Registro de Imóveis e Anexos;Registro de Imóveis e Anexos
Tabelionato de Notas e Protesto de Letras e Títulos;Cartório de Notas e Protesto
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil das Pessoas Naturais e Tabelionato de Notas
Tabelionato de Notas e Protesto de Letras e Títulos;Tabelionato Águas de Lindóia
Ofício de Registro de Imóveis e Anexos;Registro de Imoveis e Anexos
Ofício de Registro Civil e Tabelionato de Notas;Tabelionato Bassetto
Ofício de Registro Civil e Tabelionato de Notas;Tabelião Assumpção
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Gigliotti Registro Civil
Tabelionato de Notas e Protesto de Letras e Títulos;
Ofício de Registro de Imóveis e Anexos;Agudos Cartório de Registro de Imóveis e Anexos 
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Domélia;Cartório de Registro Civil e Anexo de Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil e Tabelionato de Notas de Alambari
Ofício de Registro Civil  e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório São Sebastião
Oficial de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;
Oficial de Registro de Imóveis e Anexos;
Tabelião de Notas e Protesto de Letras e Títulos;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de  Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Anexos de Alumínio
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas 
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas - Coronel Goulart;Registro Civil e Tabelionato de Notas de Coronel Goulart
Ofício de Registro Civil e Tabelionato de Notas;Registro Cívil e Tabelião de Notas 
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Registro Civil e Notas de Alvinlândia
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório do Registro Civil das Pessoas Naturais de Americana
1º Tabelionato de Notas e Protesto de Títulos;1º Cartório de Notas
2º Tabelionato de Notas e Protesto de Títulos;Tabelionato Toledo
Ofício de Registro de Imóveis, Tít. e Documentos e  Civil de Pessoas Jurídicas;Registro de Imóveis de Americana
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Anexos de Américo Brasiliense
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Serviço Registral e Notarial de Américo de Campos
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;
1º Tabelionato de Notas e Protesto de Letras e Títulos;
2º Tabelionato de Notas e Protesto de Letras e Títulos;Cartório José Darcy de Lima
Ofício de Registro de Imóveis, Títulos e Documentos e Civil de Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato  de Notas;Cartório de Registro Civil e Tabelião de Analândia
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório Maria Robert de Carvalho
Tabelionato de Notas e Protesto de Letras e Títulos;
Ofício de Registro de Imóveis, Tít. e Documentos e Civil de Pessoas Jurídicas;Cartório de Registro de Imóveis e Anexos de Andradina
Ofício de Registro Civil Das Pessoas Naturais e Interdições e Tutelas;
Tabelião de Notas e Protesto de Letras e Títulos;"Cartório Valdir Cerri "
Ofício de Registro de Imóveis e Anexos;Cartório de Registro de Imóveis e Anexos
Ofício de Registro Civil e Tabelionato de Notas;Oficial de Registro Civil e Tabelião de Notas de Anhembi
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e de  Interdições e Tutelas;
Ofício de Registro de Imóveis e Anexos;
Tabelionato de Notas e Protesto de Letras e Títulos;Tabelião Diniz
Ofício de Registro Civil e Tabelionato de Notas;Oficial de Registro Civil e Tabelião de Notas
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Apiaí
Ofício de Registro de Imóveis e Anexos;Registro de Imóveis e Anexos
Ofício de  Registro Civil e Tabelionato de Notas - Araçaíba;Cartório de Araçaíba
Ofício de Registro Civil e Tabelionato de Notas;Cartório Araçariguama
Ofício de Registro Civil Das Pessoas Naturais;Serviço de Registro Civil das Pessoas Naturais
1º Tabelião de Notas e Protesto de Letras e Títulos;1º Cartório de Notas e Protesto de Letras e Títulos
2º Tabelião de Notas e Protesto de Letras e Títulos;Cartório Ferrer
3º Tabelião de Notas e Protesto de Letras e Títulos;3º Cartório de Notas e Protesto
Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoas Jurídicas;Oficial de Registro de Imóveis e Anexos de Araçatuba
Ofício de Registro Civil e Tabelionato de Notas;Cartório Maciel
Ofício de Registro Civil e Tabelionato de Notas;Cartório Aramina
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas;Registro Civil e Tabelionato de Arapeí
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas - 1º Subdistrito;1º Cartório de Registro Civil de Araraquara
1º Tabelionato de Notas e Protesto de Títulos;Cartório Capote
2º Tabelionato de Notas e Protesto de Títulos;Cartório Ribeiro Soares
3º Tabelionato de Notas e Protesto de Títulos;Tabelião Janone
1º Ofício de Registro de Imóveis e Anexos;Cartório João Baptista Galhardo
2º Ofício de Registro de Imóveis e Anexos;
Ofício de Registro Civil Das Pessoas Naturais - 2º Subdistrito;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Bueno de Andrada;Cartório de Registro Civil do Distrito de Bueno de Andrada
Ofício de Registro Civil Das Pessoas Naturais;Cartório Bueno
Oficial de Registro de Imóveis e Anexos;
1º Tabelião de Notas e Protesto de Títulos;Tabelionato Graziano
2º Tabelião de Notas e Protesto de Letras e Títulos;Cartório Torrezan
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas - Jacuba;Cartório de Registro Civil e Notas de Jacuba
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Oficial de Registro Civil e Tabelião de Notas do Município de Areias
Ofício de Registro Civil e Tabelionato de Notas;Oficial de Registro Civil e Tabelião de Notas de Areiópolis
Ofício do Registro Civil e Tabelionato de Notas;Tabelionato Zam
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Albino Neves
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Ofício de Registro Civil e Tabelionato de Notas
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório de Registro Civil e Anexos
1º Tabelionato de Notas e Protesto de Títulos;1º Tabelião de Notas e de Protesto de Assis
2º Tabelionato de Notas e Protesto de Títulos;2º Tabelião de Notas e Protesto de Assis 
Ofício de Registro de Imóveis e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e de Interdições Tutelas;Registro Civil das Pessoas Naturais
1º Tabelionato de Notas e Protesto de Títulos;Tabelionato Torres
2º Tabelionato de Notas e Protesto de Títulos;2º Tabelionato 
Ofício de Registro de Imóveis e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Registro Civil de Auriflama
Oficial de Registro de Imoveis e Anexos;
Tabelião de Notas e Protestos;Tabelionato Fagá
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Registro Civil e Anexos
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Arnaldo Aparecido de Negreiros
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório de Registro Civil das Pessoas Naturais
1º Tabelionato de Notas e Protesto de Títulos;Cartório Trench
2º Tabelionato de Notas e Protesto de Títulos;Cartório Cruz
Ofício de Registro de Imóveis e Anexos;Registro de Imóveis e Anexos de Avaré
Ofício de Registro Civil e Tabelionato de Notas; Bady Bassitt Cartório de Registro Civil
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Bálsamo
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório de Registro Civil
Ofício de Registro de Imóveis e Anexos;
Tabelionato de Notas e Protesto de Títulos;Cartório de Notas
Ofício de Registro Civil e Tabelionato de Notas;Tabelionato Onofre
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Notas de Barbosa
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;
Tabelionato de Notas e Protesto de Letras e Títulos;Tabelionato Coralino
Ofício de Registro de Imóveis e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório de Registro Civil
Ofício de Registro de Imóveis e Anexos;Cartório de Notas e Anexos
Tabelionato de Notas e Protesto de Títulos;Cartório de Notas e Anexo
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Barra do Turvo - Cartório do Registro Civil e Anexos
Ofício de Registro Civil Das Pessoas Naturais  e de Interdições e Tutelas - 1º Subdistrito;1º Cartório de Registro Civil de Barretos
Ofício de Registro Civil Das Pessoas Naturais - 2º Subdistrito;
1º Tabelionato de Notas e Protesto de Letras e Títulos;
2º Tabelionato de Notas e Protesto de Letras e Títulos;Tabelião Machado
Ofício de Registro de Imóveis e Anexos;Registro Barretos
Oficío de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório Fernando de Almeida Ricco
1º Tabelionato de Notas e Protesto de Letras e Títulos;Tabelionato de Ubiratan
Ofício de Registro Civil e Tabelionato de Notas - Aldeia;Tabelionato de Aldeia
Ofício de Registro Civil e Tabelionato de Notas - Jardim Belval;Tabelionato Jardim Belval
Ofício de Registro Civil e Tabelionato de Notas - Jardim Silveira;Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas
Ofício de Registro de Imóveis e Anexos;Cartório de Barueri
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro de Imóveis e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e de Interdições Tutelas;Cartório Furlani
Tabelionato de Notas e Protesto de Letras e Títulos;
Ofício de Registro Civil Das Pessoas Naturais - 2º Subdistrito;Cartório de Registro Civil de Vila Falcão
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas - 1º Subdistrito;Cartório Novelli
1º Tabelionato de Notas e  de Protesto de Letras e Títulos;1º Tabelionato de Notas
2º Tabelionato de Notas e Protesto de Letras e Títulos;2º Cartório de Notas
3º Tabelionato de Notas e Protesto de Letras e Títulos;
1º Ofício de Registro de Imóveis e Anexos;1º Registro de Imóveis e Anexos
2º Ofício de Registro de Imóveis e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório de Registro Civil das Pessoas Naturais
Tabelionato de Notas e Protesto de Letras e Títulos;Cartório Campos
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Botafogo;
Ofício de Registro de Imóveis e Anexos;Cartório José Roberto Silveira
